ICD9,DESCRIPTION
75536,Longitudinal reduction defect of unspecified tibia
75537,Longitudinal reduction defect of unspecified fibula
75538,Congenital absence of unspecified foot and toe(s)
75539,Congenital absence of unspecified foot and toe(s)
7554,Other reduction defects of unspecified limb(s)
75550,Unspecified congenital malformation of limb(s)
75551,Other specified congenital musculoskeletal deformities
75552,Other specified congenital musculoskeletal deformities
75553,Other congenital malformations of upper limb(s)
75554,Other congenital malformations of upper limb(s)
75555,Congenital malformation syndromes predominantly affecting facial appearance
75556,Other congenital malformations of upper limb(s)
75557,Other congenital malformations of upper limb(s)
75558,Lobster-claw hand
75559,Other congenital malformations of upper limb(s)
75560,Other congenital malformations of lower limb(s)
75561,Congenital coxa valga
75562,Congenital coxa vara
75563,Other specified congenital deformities of hip
75564,Congenital deformity of knee
75565,Other congenital malformations of lower limb(s)
75566,Other specified congenital deformities of feet
75567,Other specified congenital deformities of feet
75569,Other congenital malformations of lower limb(s)
7558,Other specified congenital malformations of limb(s)
7559,Unspecified congenital malformation of limb(s)
7560,Craniosynostosis
75610,Other congenital malformations of spine
75611,Congenital spondylolisthesis
75612,Congenital spondylolisthesis
75613,Other congenital malformations of spine
75614,Other congenital malformations of spine
75615,Other congenital malformations of spine
75616,Klippel-Feil syndrome
75617,Spina bifida occulta
75619,Congenital kyphosis
7562,Cervical rib
7563,Short rib syndrome
7564,Thanatophoric short stature
75650,Osteochondrodysplasia
75651,Osteogenesis imperfecta
75652,Osteopetrosis
75653,Other specified osteochondrodysplasias
75654,Polyostotic fibrous dysplasia
75655,Chondroectodermal dysplasia
75656,Progressive diaphyseal dysplasia
75659,Other specified osteochondrodysplasias
7566,Congenital diaphragmatic hernia
75670,Other congenital malformations of abdominal wall
75671,Prune belly syndrome
75672,Exomphalos
75673,Gastroschisis
75679,Other congenital malformations of abdominal wall
75681,Other congenital malformations of musculoskeletal system
75682,Other congenital malformations of musculoskeletal system
75683,Ehlers-Danlos syndrome
75689,Other congenital malformations of musculoskeletal system
7569,Other specified congenital musculoskeletal deformities
7570,Hereditary lymphedema
7571,Congenital bullous ichthyosiform erythroderma
7572,Other specified congenital malformations of skin
75731,Ectodermal dysplasia (anhidrotic)
75732,Congenital non-neoplastic nevus
75733,Xeroderma pigmentosum
75739,Other specified congenital malformations of skin
7574,Congenital alopecia
7575,Anonychia
7576,Other congenital malformations of breast
7578,Other specified congenital malformations of integument
7579,Congenital malformation of integument
7580,Down syndrome
7581,Trisomy 13
7582,Trisomy 18
75831,Deletion of short arm of chromosome 5
75832,Velo-cardio-facial syndrome
75833,Other microdeletions
75839,Other deletions from the autosomes
7584,Balanced translocation and insertion in normal individual
7585,Other specified trisomies and partial trisomies of autosomes
7586,Turner's syndrome
7587,Klinefelter syndrome
75881,Female with more than three X chromosomes
75889,Other specified chromosome abnormalities
7589,Chromosomal abnormality
7590,Asplenia (congenital)
7591,Congenital malformations of adrenal gland
7592,Congenital malformations of other endocrine glands
7593,Situs inversus
7594,Conjoined twins
7595,Tuberous sclerosis
7596,Other phakomatoses
7597,Multiple congenital malformations
75981,Congenital malformation syndromes predominantly associated with short stature
75982,Marfan's syndrome
75983,Fragile X chromosome
75989,Alport syndrome
7599,Congenital malformation
7600,Newborn (suspected to be) affected by maternal hypertensive disorders
7601,Newborn (suspected to be) affected by maternal renal and urinary tract diseases
7602,Newborn (suspected to be) affected by maternal infectious and parasitic diseases
7603,Newborn (suspected to be) affected by other maternal circulatory and respiratory diseases
7604,Newborn (suspected to be) affected by maternal nutritional disorders
7605,Newborn (suspected to be) affected by maternal injury
76061,Newborn (suspected to be) affected by other medical procedures on mother
76062,Newborn (suspected to be) affected by other medical procedures on mother
76063,Newborn (suspected to be) affected by surgical procedure on mother
76064,Newborn (suspected to be) affected by surgical procedure on mother
76070,Newborn (suspected to be) affected by maternal noxious substance
76071,Newborn (suspected to be) affected by maternal use of alcohol
76072,Newborn (suspected to be) affected by maternal use of other drugs of addiction
76073,Newborn (suspected to be) affected by maternal use of other drugs of addiction
76074,Newborn (suspected to be) affected by other maternal medication
76075,Newborn (suspected to be) affected by maternal use of cocaine
76076,Newborn (suspected to be) affected by other maternal noxious substances
76077,Newborn (suspected to be) affected by other maternal medication
76078,Newborn (suspected to be) affected by other maternal medication
76079,Newborn (suspected to be) affected by other maternal noxious substances
7608,Newborn (suspected to be) affected by other maternal conditions
7609,Newborn (suspected to be) affected by unspecified maternal condition
7610,Newborn (suspected to be) affected by incompetent cervix
7611,Newborn (suspected to be) affected by premature rupture of membranes
7612,Newborn (suspected to be) affected by oligohydramnios
7613,Newborn (suspected to be) affected by polyhydramnios
7614,Newborn (suspected to be) affected by ectopic pregnancy
7615,Newborn (suspected to be) affected by multiple pregnancy
7616,Newborn (suspected to be) affected by maternal death
7617,Newborn (suspected to be) affected by malpresentation before labor
7618,Newborn (suspected to be) affected by other maternal complications of pregnancy
7619,Newborn (suspected to be) affected by maternal complication of pregnancy
7620,Newborn (suspected to be) affected by placenta previa
7621,Newborn (suspected to be) affected by other forms of placental separation and hemorrhage
7622,Newborn (suspected to be) affected by other morphological and functional abnormalities of placenta
7623,Newborn (suspected to be) affected by placental transfusion syndromes
7624,Newborn (suspected to be) affected by prolapsed cord
7625,Newborn (suspected to be) affected by other compression of umbilical cord
7626,Newborn (suspected to be) affected by unspecified conditions of umbilical cord
7627,Newborn (suspected to be) affected by chorioamnionitis
7628,Newborn (suspected to be) affected by other abnormalities of membranes
7629,Newborn (suspected to be) affected by abnormality of membranes
7630,Newborn (suspected to be) affected by breech delivery and extraction
7631,Newborn (suspected to be) affected by other malpresentation
7632,Newborn (suspected to be) affected by forceps delivery
7633,Newborn (suspected to be) affected by delivery by vacuum extractor [ventouse]
7634,Newborn (suspected to be) affected by Cesarean delivery
7635,Newborn (suspected to be) affected by maternal anesthesia and analgesia in pregnancy
7636,Newborn (suspected to be) affected by precipitate delivery
7637,Newborn (suspected to be) affected by abnormal uterine contractions
76381,Newborn (suspected to be) affected by abnormality in fetal (intrauterine) heart rate or rhythm before the onset of labor
76382,Newborn (suspected to be) affected by abnormality in fetal (intrauterine) heart rate or rhythm during labor
76383,Newborn (suspected to be) affected by abnormality in fetal (intrauterine) heart rate or rhythm
76384,Meconium passage during delivery
76389,Newborn (suspected to be) affected by other specified complications of labor and delivery
7639,Newborn (suspected to be) affected by complication of labor and delivery
76400,Newborn light for gestational age
76401,Newborn light for gestational age
76402,Newborn light for gestational age
76403,Newborn light for gestational age
76404,Newborn light for gestational age
76405,Newborn light for gestational age
76406,Newborn light for gestational age
76407,Newborn light for gestational age
76408,Newborn light for gestational age
76409,
76410,Newborn small for gestational age
76411,Newborn small for gestational age
76412,Newborn small for gestational age
76413,Newborn small for gestational age
76414,Newborn small for gestational age
76415,Newborn small for gestational age
76416,Newborn small for gestational age
76417,Newborn small for gestational age
76418,Newborn small for gestational age
76419,
76420,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76421,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76422,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76423,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76424,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76425,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76426,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76427,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76428,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76429,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
76490,Newborn affected by slow intrauterine growth
76491,Newborn affected by slow intrauterine growth
76492,Newborn affected by slow intrauterine growth
76493,Newborn affected by slow intrauterine growth
76494,Newborn affected by slow intrauterine growth
76495,Newborn affected by slow intrauterine growth
76496,Newborn affected by slow intrauterine growth
76497,Newborn affected by slow intrauterine growth
76498,Newborn affected by slow intrauterine growth
76499,Newborn affected by slow intrauterine growth
76500,Extremely low birth weight newborn
76501,Extremely low birth weight newborn
76502,Extremely low birth weight newborn
76503,Extremely low birth weight newborn
76504,Other low birth weight newborn
76505,Other low birth weight newborn
76506,Other low birth weight newborn
76507,Other low birth weight newborn
76508,Other low birth weight newborn
76509,Preterm newborn
76510,Extremely low birth weight newborn
76511,Extremely low birth weight newborn
76512,Extremely low birth weight newborn
76513,Extremely low birth weight newborn
76514,Other low birth weight newborn
76515,Other low birth weight newborn
76516,Other low birth weight newborn
76517,Other low birth weight newborn
76518,Other low birth weight newborn
76519,Preterm newborn
76520,Extreme immaturity of newborn
76521,Extreme immaturity of newborn
76522,Extreme immaturity of newborn
76523,Extreme immaturity of newborn
76524,Extreme immaturity of newborn
76525,Preterm newborn
76526,Preterm newborn
76527,Preterm newborn
76528,Preterm newborn
76529,
7660,Exceptionally large newborn baby
7661,Other heavy for gestational age newborn
76621,Post-term newborn
76622,Prolonged gestation of newborn
7670,Other intracranial (nontraumatic) hemorrhages of newborn
76711,Epicranial subaponeurotic hemorrhage due to birth injury
76719,Cephalhematoma due to birth injury
7672,Fracture of clavicle due to birth injury
7673,Fracture of skull due to birth injury
7674,Birth injury to spine and spinal cord
7675,Birth injury to facial nerve
7676,Erb's paralysis due to birth injury
7677,Birth injury to other cranial nerves
7678,Other specified birth injuries
7679,Birth injury
7680,Other problems with newborn
7681,Other problems with newborn
7682,Metabolic acidemia in newborn first noted before onset of labor
